date,price_oil,open_oil,high_oil,low_oil,volume_oil,change%_oil
2021-07-02,75.16,75.02,75.62,74.41,377.53K,-0.09%
2021-07-01,75.23,73.5,76.22,73.39,615.68K,2.40%
2021-06-30,73.47,73.47,74.14,72.82,383.63K,0.67%
2021-06-29,72.98,72.78,73.81,71.97,321.45K,0.10%
2021-06-28,72.91,73.99,74.45,72.62,354.70K,-1.54%
2021-06-25,74.05,73.32,74.18,72.85,364.72K,1.02%
2021-06-24,73.3,73.28,73.61,72.32,334.83K,0.30%
2021-06-23,73.08,72.91,74.25,72.82,429.21K,0.03%
2021-06-22,73.06,73.41,73.95,72.94,29.00K,-0.81%
2021-06-21,73.66,71.52,73.96,71.15,123.66K,2.82%
2021-06-18,71.64,71.1,72.17,70.16,139.58K,0.84%
2021-06-17,71.04,71.65,72.3,69.77,373.78K,-1.54%
2021-06-16,72.15,72.45,72.99,71.61,426.78K,0.04%
2021-06-15,72.12,71.16,72.49,70.81,336.04K,1.75%
2021-06-14,70.88,70.65,71.78,70.65,319.64K,-0.04%
2021-06-11,70.91,70.1,71.24,69.68,563.58K,0.88%
2021-06-10,70.29,69.76,70.65,68.68,492.46K,0.47%
2021-06-09,69.96,70.01,70.62,69.46,410.82K,-0.13%
2021-06-08,70.05,69.29,70.27,68.47,441.30K,1.18%
2021-06-07,69.23,69.52,70.0,68.93,365.62K,-0.56%
2021-06-04,69.62,68.91,69.76,68.33,326.25K,1.18%
2021-06-03,68.81,68.76,69.4,68.19,351.37K,-0.03%
2021-06-02,68.83,67.99,69.0,67.78,333.00K,1.64%
2021-06-01,67.72,66.68,68.87,66.41,570.99K,1.14%
2021-05-31,66.96,66.58,67.41,66.41,-,0.56%
2021-05-30,66.59,66.7,66.75,66.53,-,0.41%
2021-05-28,66.32,66.95,67.52,66.17,390.46K,-0.79%
2021-05-27,66.85,66.16,66.92,65.47,337.54K,0.97%
2021-05-26,66.21,66.04,66.43,65.25,376.21K,0.21%
2021-05-25,66.07,66.02,66.51,65.41,497.39K,0.03%
2021-05-24,66.05,63.87,66.14,63.63,466.65K,3.88%
2021-05-21,63.58,61.89,64.07,61.56,530.83K,2.47%
2021-05-20,62.05,63.39,63.96,61.89,29.62K,-2.07%
2021-05-19,63.36,65.28,65.35,61.95,101.90K,-3.25%
2021-05-18,65.49,66.33,67.01,64.11,167.35K,-1.18%
2021-05-17,66.27,65.5,66.43,64.83,268.48K,1.38%
2021-05-14,65.37,63.83,65.62,63.33,383.75K,2.43%
2021-05-13,63.82,65.75,65.81,63.09,547.69K,-3.42%
2021-05-12,66.08,65.46,66.63,64.97,508.52K,1.23%
2021-05-11,65.28,64.9,65.5,63.68,514.95K,0.55%
2021-05-10,64.92,65.57,65.75,63.95,448.34K,0.03%
2021-05-07,64.9,64.9,65.24,63.9,431.42K,0.29%
2021-05-06,64.71,65.27,65.98,64.5,389.21K,-1.40%
2021-05-05,65.63,66.45,66.76,64.92,460.07K,-0.09%
2021-05-04,65.69,64.53,66.19,64.29,370.21K,1.86%
2021-05-03,64.49,63.64,64.68,62.91,285.97K,1.43%
2021-04-30,63.58,64.88,64.95,63.08,400.52K,-2.20%
2021-04-29,65.01,63.7,65.47,63.65,384.49K,1.80%
2021-04-28,63.86,63.04,64.53,62.67,387.68K,1.46%
2021-04-27,62.94,61.97,63.3,61.91,361.54K,1.66%
2021-04-26,61.91,62.06,62.31,60.66,366.87K,-0.37%
2021-04-23,62.14,61.65,62.43,61.25,345.41K,1.16%
2021-04-22,61.43,61.11,61.87,60.61,344.70K,0.13%
2021-04-21,61.35,62.39,62.56,60.86,431.49K,-1.75%
2021-04-20,62.44,63.47,64.25,61.5,33.04K,-1.48%
2021-04-19,63.38,62.98,63.63,62.63,74.38K,0.40%
2021-04-16,63.13,63.32,63.88,62.83,87.80K,-0.52%
2021-04-15,63.46,62.83,63.57,62.53,243.37K,0.49%
2021-04-14,63.15,60.44,63.44,60.38,419.81K,4.94%
2021-04-13,60.18,59.64,60.59,59.64,349.73K,0.80%
2021-04-12,59.7,59.35,60.77,58.73,410.22K,0.64%
2021-04-09,59.32,59.76,59.95,59.1,351.44K,-0.47%
2021-04-08,59.6,59.52,59.93,58.82,419.91K,-0.28%
2021-04-07,59.77,59.26,60.04,58.12,475.54K,0.74%
2021-04-06,59.33,58.8,60.9,58.62,457.35K,1.16%
2021-04-05,58.65,61.5,61.5,57.63,438.86K,-4.56%
2021-04-01,61.45,59.49,61.75,58.86,605.57K,3.87%
2021-03-31,59.16,60.45,61.17,58.85,414.16K,-2.30%
2021-03-30,60.55,61.96,62.27,59.94,388.19K,-1.64%
2021-03-29,61.56,60.93,61.77,59.41,449.36K,0.97%
2021-03-26,60.97,58.48,61.36,58.32,472.00K,4.12%
2021-03-25,58.56,60.8,60.86,57.44,580.11K,-4.28%
2021-03-24,61.18,57.4,61.34,57.29,566.29K,5.92%
2021-03-23,57.76,61.28,61.35,57.25,712.32K,-6.16%
2021-03-22,61.55,61.55,61.9,60.39,28.26K,0.21%
2021-03-19,61.42,59.56,61.72,58.94,84.17K,2.37%
2021-03-18,60.0,64.42,64.82,58.2,143.60K,-7.12%
2021-03-17,64.6,64.75,65.34,63.6,254.72K,-0.31%
2021-03-16,64.8,65.33,65.43,63.8,317.54K,-0.90%
2021-03-15,65.39,65.56,66.4,64.13,378.01K,-0.34%
2021-03-12,65.61,65.96,66.24,65.41,321.71K,-0.62%
2021-03-11,66.02,64.7,66.21,64.54,441.06K,2.45%
2021-03-10,64.44,63.84,64.96,63.13,498.49K,0.67%
2021-03-09,64.01,64.73,65.98,63.63,554.56K,-1.60%
2021-03-08,65.05,66.68,67.98,64.57,533.38K,-1.57%
2021-03-05,66.09,64.16,66.42,63.82,573.17K,3.54%
2021-03-04,63.83,61.08,64.86,60.52,694.63K,4.16%
2021-03-03,61.28,59.55,61.99,59.24,465.31K,2.56%
2021-03-02,59.75,60.23,61.21,59.38,464.13K,-1.47%
2021-03-01,60.64,61.95,62.92,59.96,456.68K,-1.40%
2021-02-26,61.5,63.46,63.57,61.34,472.72K,-3.20%
2021-02-25,63.53,63.39,63.81,62.65,510.36K,0.49%
2021-02-24,63.22,61.29,63.51,60.97,489.93K,2.51%
2021-02-23,61.67,62.16,63.0,60.67,570.68K,0.29%
2021-02-22,61.49,58.88,61.84,58.82,37.04K,3.80%
2021-02-19,59.24,60.2,60.29,58.59,102.43K,-2.12%
2021-02-18,60.52,61.68,62.26,59.79,132.04K,-1.01%
2021-02-17,61.14,60.24,61.73,59.43,335.42K,1.82%
2021-02-16,60.05,59.98,60.95,59.33,602.33K,-0.07%
2021-02-15,60.09,60.36,60.95,59.96,-,-0.46%
2021-02-14,60.37,60.01,60.75,60.01,-,1.51%
2021-02-12,59.47,57.94,59.82,57.41,480.82K,2.11%
2021-02-11,58.24,58.4,58.71,57.84,380.45K,-0.75%
2021-02-10,58.68,58.45,58.91,58.08,457.54K,0.55%
2021-02-09,58.36,58.11,58.62,57.27,514.70K,0.67%
2021-02-08,57.97,57.06,58.14,57.0,399.72K,1.97%
2021-02-05,56.85,56.46,57.29,56.43,400.83K,1.10%
2021-02-04,56.23,55.96,56.58,55.3,381.40K,0.97%
2021-02-03,55.69,55.05,56.33,54.81,448.69K,1.70%
2021-02-02,54.76,53.48,55.26,53.45,463.72K,2.26%
2021-02-01,53.55,51.99,53.74,51.64,416.07K,2.59%
2021-01-29,52.2,52.15,53.25,51.93,410.91K,-0.27%
2021-01-28,52.34,52.65,53.58,52.04,411.41K,-0.96%
2021-01-27,52.85,52.76,53.3,51.85,442.38K,0.46%
2021-01-26,52.61,52.91,53.25,52.29,314.54K,-0.30%
2021-01-25,52.77,52.17,52.95,51.82,349.08K,0.96%
2021-01-22,52.27,53.1,53.16,51.44,437.48K,-1.62%
2021-01-21,53.13,52.93,53.41,52.75,352.40K,-0.21%
2021-01-20,53.24,53.13,53.79,53.05,37.84K,0.49%
2021-01-19,52.98,52.0,53.13,51.76,125.96K,1.18%
2021-01-18,52.36,52.2,52.61,51.83,-,0.31%
2021-01-17,52.2,52.09,52.38,52.09,-,-0.31%
2021-01-15,52.36,53.8,53.83,51.83,165.67K,-2.26%
2021-01-14,53.57,52.84,53.75,52.24,390.09K,1.25%
2021-01-13,52.91,53.31,53.93,52.58,429.90K,-0.56%
2021-01-12,53.21,52.18,53.45,52.07,400.20K,1.84%
2021-01-11,52.25,52.58,52.7,51.5,394.82K,0.02%
2021-01-08,52.24,50.93,52.75,50.81,499.42K,2.77%
2021-01-07,50.83,50.53,51.28,50.39,369.29K,0.40%
2021-01-06,50.63,49.82,50.94,49.48,509.37K,1.40%
2021-01-05,49.93,47.38,50.2,47.24,643.19K,4.85%
2021-01-04,47.62,48.4,49.83,47.18,528.53K,-1.85%
2020-12-31,48.52,48.35,48.58,47.77,181.89K,0.25%
2020-12-30,48.4,48.13,48.66,47.61,266.96K,0.83%
2020-12-29,48.0,47.72,48.35,47.68,213.78K,0.80%
2020-12-28,47.62,48.23,48.96,47.5,238.46K,-1.26%
2020-12-24,48.23,48.09,48.62,47.56,167.39K,0.23%
2020-12-23,48.12,46.79,48.5,46.16,344.31K,2.34%
2020-12-22,47.02,47.93,47.96,46.6,295.74K,-1.51%
2020-12-21,47.74,48.54,48.61,46.18,27.96K,-2.77%
2020-12-18,49.1,48.43,49.28,48.1,83.71K,1.53%
2020-12-17,48.36,47.85,48.59,47.81,96.54K,1.13%
2020-12-16,47.82,47.6,47.94,47.17,275.33K,0.42%
2020-12-15,47.62,46.99,47.73,46.54,311.17K,1.34%
2020-12-14,46.99,46.73,47.44,45.69,403.54K,0.90%
2020-12-11,46.57,46.97,47.29,46.34,367.31K,-0.45%
2020-12-10,46.78,45.69,47.74,45.52,447.53K,2.77%
2020-12-09,45.52,45.6,46.24,44.95,434.98K,-0.18%
2020-12-08,45.6,45.66,45.93,45.14,332.64K,-0.35%
2020-12-07,45.76,46.15,46.54,45.36,348.87K,-1.08%
2020-12-04,46.26,45.64,46.68,45.61,335.45K,1.36%
2020-12-03,45.64,44.99,45.84,44.66,350.77K,0.80%
2020-12-02,45.28,44.38,45.92,43.92,368.85K,1.64%
2020-12-01,44.55,45.08,45.7,44.12,314.92K,-1.74%
2020-11-30,45.34,45.34,45.8,44.42,370.76K,-0.42%
2020-11-27,45.53,45.9,46.09,44.55,365.13K,1.22%
2020-11-26,44.98,45.77,46.09,44.73,-,-1.60%
2020-11-25,45.71,44.82,46.26,44.73,417.18K,1.78%
2020-11-24,44.91,42.84,45.2,42.82,418.53K,4.30%
2020-11-23,43.06,42.46,43.36,42.29,300.72K,2.16%
2020-11-20,42.15,41.7,42.32,41.51,29.78K,0.98%
2020-11-19,41.74,41.61,41.98,41.08,88.14K,-0.19%
2020-11-18,41.82,41.35,42.46,41.08,107.01K,0.94%
2020-11-17,41.43,41.44,41.69,40.57,243.68K,0.22%
2020-11-16,41.34,40.17,42.09,40.15,378.79K,3.02%
2020-11-13,40.13,40.94,40.94,40.06,338.19K,-2.41%
2020-11-12,41.12,41.47,42.19,40.87,401.03K,-0.80%
2020-11-11,41.45,41.79,43.06,41.32,443.77K,0.22%
2020-11-10,41.36,39.91,41.84,39.41,457.05K,2.66%
2020-11-09,40.29,37.34,41.33,37.16,622.92K,8.48%
2020-11-06,37.14,38.54,38.61,37.06,411.03K,-4.25%
2020-11-05,38.79,39.17,39.35,38.27,298.37K,-0.92%
2020-11-04,39.15,38.15,39.25,37.26,437.00K,3.96%
2020-11-03,37.66,37.03,38.32,36.57,410.61K,2.31%
2020-11-02,36.81,35.24,37.15,33.64,489.20K,2.85%
2020-10-30,35.79,36.07,36.6,35.21,388.97K,-1.05%
2020-10-29,36.17,37.39,37.76,34.92,568.82K,-3.26%
2020-10-28,37.39,38.97,39.01,36.97,489.95K,-5.51%
2020-10-27,39.57,38.59,39.83,38.51,339.54K,2.62%
2020-10-26,38.56,39.69,39.74,38.28,360.18K,-3.24%
2020-10-23,39.85,40.61,40.92,39.57,268.93K,-1.94%
2020-10-22,40.64,40.04,41.02,39.71,307.49K,1.52%
2020-10-21,40.03,41.22,41.59,39.78,366.90K,-3.45%
2020-10-20,41.46,40.65,41.7,40.25,24.52K,1.54%
2020-10-19,40.83,40.69,41.22,40.54,75.34K,-0.12%
2020-10-16,40.88,40.88,41.05,40.08,96.49K,-0.20%
2020-10-15,40.96,41.13,41.29,39.22,248.25K,-0.19%
2020-10-14,41.04,40.19,41.16,39.82,328.30K,2.09%
2020-10-13,40.2,39.53,40.53,39.35,375.47K,1.95%
2020-10-12,39.43,40.4,40.45,39.04,322.04K,-2.88%
2020-10-09,40.6,41.31,41.47,40.38,331.70K,-1.43%
2020-10-08,41.19,39.99,41.33,39.76,409.79K,3.10%
2020-10-07,39.95,39.83,40.35,39.28,433.07K,-1.77%
2020-10-06,40.67,39.35,40.86,39.1,400.53K,3.70%
2020-10-05,39.22,37.0,39.72,37.0,378.58K,5.86%
2020-10-02,37.05,38.6,38.65,36.63,391.43K,-4.31%
2020-10-01,38.72,39.9,40.47,37.61,443.44K,-3.73%
2020-09-30,40.22,39.16,40.37,38.68,340.29K,2.37%
2020-09-29,39.29,40.58,40.7,38.41,379.60K,-3.23%
2020-09-28,40.6,40.07,40.8,39.78,226.43K,0.87%
2020-09-25,40.25,40.15,40.64,39.71,229.03K,-0.15%
2020-09-24,40.31,39.6,40.37,39.12,269.99K,0.95%
2020-09-23,39.93,39.76,40.75,39.26,318.75K,0.83%
2020-09-22,39.6,39.63,40.02,39.0,23.22K,0.74%
2020-09-21,39.31,40.98,41.27,38.66,66.20K,-4.38%
2020-09-18,41.11,40.97,41.49,40.3,73.76K,0.34%
2020-09-17,40.97,40.19,41.22,39.42,280.67K,2.02%
2020-09-16,40.16,38.35,40.34,38.35,367.61K,4.91%
2020-09-15,38.28,37.28,38.57,37.06,348.86K,2.74%
2020-09-14,37.26,37.32,37.68,36.82,347.56K,-0.19%
2020-09-11,37.33,37.01,37.82,36.67,363.79K,0.08%
2020-09-10,37.3,37.8,38.18,36.93,367.56K,-1.97%
2020-09-09,38.05,36.79,38.45,36.16,455.36K,3.51%
2020-09-08,36.76,39.48,39.59,36.13,720.98K,-6.22%
2020-09-07,39.2,38.77,39.53,38.77,-,1.16%
2020-09-06,38.75,39.47,39.48,38.57,-,-2.56%
2020-09-04,39.77,41.25,41.87,39.35,444.18K,-3.87%
2020-09-03,41.37,41.63,41.79,40.22,417.63K,-0.34%
2020-09-02,41.51,43.02,43.21,41.23,421.77K,-2.92%
2020-09-01,42.76,42.83,43.43,42.72,285.15K,0.35%
2020-08-31,42.61,42.91,43.57,42.56,236.88K,-0.84%
2020-08-28,42.97,42.98,43.42,42.69,272.80K,-0.16%
2020-08-27,43.04,43.45,43.5,42.36,320.97K,-0.81%
2020-08-26,43.39,43.39,43.78,43.0,262.24K,0.09%
2020-08-25,43.35,42.36,43.57,42.31,330.80K,1.71%
2020-08-24,42.62,42.48,42.89,42.23,294.73K,0.66%
2020-08-21,42.34,42.75,42.96,41.46,345.37K,-0.56%
2020-08-20,42.58,42.74,42.79,41.5,27.43K,-0.82%
2020-08-19,42.93,42.6,43.03,42.36,81.30K,0.09%
2020-08-18,42.89,42.79,42.99,42.11,111.63K,0.00%
2020-08-17,42.89,42.24,42.97,41.8,208.43K,2.09%
2020-08-14,42.01,42.33,42.57,41.62,310.87K,-0.54%
2020-08-13,42.24,42.57,42.84,42.09,329.51K,-1.01%
2020-08-12,42.67,41.62,42.9,41.53,397.83K,2.55%
2020-08-11,41.61,41.98,42.94,41.48,432.84K,-0.79%
2020-08-10,41.94,41.5,42.33,41.17,367.80K,1.75%
2020-08-07,41.22,41.97,42.22,41.06,399.00K,-1.74%
2020-08-06,41.95,42.19,42.65,41.61,359.61K,-0.57%
2020-08-05,42.19,41.56,43.52,41.47,491.27K,1.18%
2020-08-04,41.7,40.78,42.08,40.14,451.58K,1.68%
2020-08-03,41.01,40.39,41.24,39.58,338.33K,1.84%
2020-07-31,40.27,40.34,40.55,39.66,318.79K,0.88%
2020-07-30,39.92,41.32,41.39,38.72,487.33K,-3.27%
2020-07-29,41.27,41.13,41.57,40.93,295.86K,0.56%
2020-07-28,41.04,41.65,41.93,40.85,276.80K,-1.35%
2020-07-27,41.6,41.26,41.82,40.48,377.71K,0.75%
2020-07-24,41.29,41.06,41.67,40.66,353.16K,0.54%
2020-07-23,41.07,41.95,42.36,40.83,389.41K,-1.98%
2020-07-22,41.9,41.54,42.03,41.14,333.65K,-0.14%
2020-07-21,41.96,40.65,42.4,40.64,25.62K,2.82%
2020-07-20,40.81,40.64,40.91,39.83,60.18K,0.54%
2020-07-17,40.59,40.72,40.9,40.02,88.22K,-0.39%
2020-07-16,40.75,40.97,41.18,40.52,200.10K,-1.09%
2020-07-15,41.2,40.55,41.26,40.08,352.54K,2.26%
2020-07-14,40.29,39.6,40.57,39.07,426.97K,0.47%
2020-07-13,40.1,40.35,40.72,39.47,370.72K,-1.11%
2020-07-10,40.55,39.58,40.77,38.54,393.15K,2.35%
2020-07-09,39.62,40.87,40.99,39.27,367.39K,-3.13%
2020-07-08,40.9,40.48,41.08,40.3,286.74K,0.69%
2020-07-07,40.62,40.68,40.95,39.9,256.60K,-0.02%
2020-07-06,40.63,40.31,41.08,39.84,373.24K,0.87%
2020-07-03,40.28,40.23,40.5,39.86,-,-0.91%
2020-07-02,40.65,39.78,40.74,39.46,347.10K,2.08%
2020-07-01,39.82,39.84,40.58,39.05,407.17K,1.40%
2020-06-30,39.27,39.64,40.08,38.85,370.06K,-1.08%
2020-06-29,39.7,37.96,39.89,37.5,343.91K,3.14%
2020-06-26,38.49,39.09,39.35,37.79,356.71K,-0.59%
2020-06-25,38.72,38.05,39.23,37.08,451.64K,1.87%
2020-06-24,38.01,39.99,40.54,37.31,499.49K,-5.85%
2020-06-23,40.37,40.68,41.63,39.76,368.73K,-0.22%
2020-06-22,40.46,39.18,40.7,39.12,29.89K,1.79%
2020-06-19,39.75,38.85,40.49,38.4,64.11K,2.34%
2020-06-18,38.84,37.74,38.97,37.11,113.38K,2.32%
2020-06-17,37.96,37.93,38.75,37.21,239.52K,-1.09%
2020-06-16,38.38,37.05,39.06,36.38,366.32K,3.39%
2020-06-15,37.12,36.03,37.26,34.36,387.55K,2.37%
2020-06-12,36.26,36.26,36.99,34.48,406.51K,-0.22%
2020-06-11,36.34,39.09,39.09,35.41,513.91K,-8.23%
2020-06-10,39.6,38.5,39.91,37.73,385.87K,1.69%
2020-06-09,38.94,38.22,39.1,37.07,396.03K,1.96%
2020-06-08,38.19,39.41,40.44,37.96,416.64K,-3.44%
2020-06-05,39.55,37.33,39.68,37.05,396.86K,5.72%
2020-06-04,37.41,36.76,37.62,36.38,307.61K,0.32%
2020-06-03,37.29,36.86,38.18,35.88,494.25K,1.30%
2020-06-02,36.81,35.56,37.06,35.28,343.48K,3.87%
2020-06-01,35.44,35.21,35.9,34.27,385.71K,-0.14%
2020-05-29,35.49,33.68,35.77,32.36,443.65K,5.28%
2020-05-28,33.71,32.1,34.21,31.14,440.17K,2.74%
2020-05-27,32.81,34.14,34.32,31.75,415.25K,-4.48%
2020-05-26,34.35,33.3,34.81,32.48,466.74K,1.27%
2020-05-25,33.92,32.92,34.18,32.72,-,3.10%
2020-05-24,32.9,33.38,33.42,32.5,-,-1.05%
2020-05-22,33.25,33.95,34.0,30.72,429.04K,-1.98%
2020-05-21,33.92,33.53,34.66,33.26,372.81K,1.28%
2020-05-20,33.49,31.89,33.78,31.56,406.43K,3.05%
2020-05-19,32.5,32.83,33.44,31.34,36.07K,2.14%
2020-05-18,31.82,29.53,33.32,29.53,89.38K,8.12%
2020-05-15,29.43,27.64,29.92,27.24,108.02K,6.79%
2020-05-14,27.56,25.56,27.96,25.18,160.51K,8.98%
2020-05-13,25.29,25.3,26.45,24.79,150.86K,-1.90%
2020-05-12,25.78,24.49,26.23,24.22,212.34K,6.79%
2020-05-11,24.14,24.49,25.58,23.67,179.59K,-2.43%
2020-05-08,24.74,23.35,24.99,23.26,205.18K,5.05%
2020-05-07,23.55,24.09,26.74,22.94,310.26K,-1.83%
2020-05-06,23.99,25.52,26.08,22.58,381.17K,-2.32%
2020-05-05,24.56,21.24,25.49,21.13,387.24K,20.45%
2020-05-04,20.39,19.11,21.42,18.05,311.49K,3.08%
2020-05-01,19.78,19.04,20.48,18.07,403.20K,4.99%
2020-04-30,18.84,15.64,19.44,15.45,545.34K,25.10%
2020-04-29,15.06,13.35,16.78,12.67,554.13K,22.04%
2020-04-28,12.34,12.96,13.69,10.07,897.09K,-3.44%
